season,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,games_played_post_asg,games_played_pre_asg,win_pct_post_asg,win_pct_pre_asg,wins_post_asg,wins_pre_asg,season_length,projected_wins_before_asg,actual_wins,projection_difference,post_asg_win_pct_drop,avg_starter_minutes_per_game_post_asg,avg_starter_minutes_per_game_pre_asg,avg_starter_minutes_per_player_post_asg,avg_starter_minutes_per_player_pre_asg,total_starter_minutes_post_asg,total_starter_minutes_pre_asg,starter_minutes_change_per_game,avg_players_used_post_asg,avg_players_used_pre_asg,avg_unique_lineups_post_asg,avg_unique_lineups_pre_asg,max_lineups_in_game_post_asg,max_lineups_in_game_pre_asg,players_used_change,lineups_used_change,win_projection_drop,starter_minutes_drop,players_used_increase,lineup_experimentation_increase,raw_tanking_score,lottery_candidate,tanking_score,score_note
2021-22,1610612740,NOP,New Orleans Pelicans,23.0,59.0,0.5652173913043478,0.3898305084745763,13.0,23.0,82,31.966101694915256,36.0,4.033898305084744,0.1753868828297715,152.15579710144928,161.6045197740113,30.431159420289852,32.320903954802255,3499.583333333333,9534.666666666666,-9.448722672562011,11.083333333333334,10.695652173913045,14.583333333333334,15.521739130434783,19.0,23.0,0.3876811594202909,-0.9384057971014492,-4.033898305084744,9.448722672562011,0.3876811594202909,-0.9384057971014492,4.864099729796109,True,4.864099729796109,Included in tanking score
2021-22,1610612764,WAS,Washington Wizards,24.0,58.0,0.3333333333333333,0.4655172413793103,8.0,27.0,82,38.172413793103445,35.0,-3.172413793103445,-0.13218390804597696,151.80555555555557,154.91522988505747,30.36111111111111,30.983045977011496,3643.3333333333335,8985.083333333334,-3.1096743295019,10.307692307692308,10.840909090909092,13.923076923076923,15.113636363636363,17.0,21.0,-0.5332167832167833,-1.19055944055944,3.172413793103445,3.1096743295019,-0.5332167832167833,-1.19055944055944,4.558311898829121,True,4.558311898829121,Included in tanking score
2020-21,1610612766,CHA,Charlotte Hornets,37.0,35.0,0.4324324324324324,0.4857142857142857,16.0,17.0,72,34.97142857142857,33.0,-1.971428571428568,-0.05328185328185331,162.12252252252253,163.01523809523812,32.424504504504505,32.60304761904762,5998.533333333334,5705.533333333334,-0.8927155727155878,11.0,9.578947368421051,17.23076923076923,17.0,21.0,22.0,1.421052631578947,0.2307692307692299,1.971428571428568,0.8927155727155878,1.421052631578947,0.2307692307692299,4.515966006492333,True,4.515966006492333,Included in tanking score
2022-23,1610612761,TOR,Toronto Raptors,23.0,59.0,0.5652173913043478,0.4745762711864407,13.0,28.0,82,38.91525423728814,41.0,2.0847457627118615,0.09064112011790709,170.66086956521738,176.14802259887006,34.132173913043474,35.229604519774014,3925.2,10392.733333333334,-5.487153033652675,11.11111111111111,10.0,12.555555555555555,13.25,16.0,18.0,1.1111111111111107,-0.6944444444444446,-2.0847457627118615,5.487153033652675,1.1111111111111107,-0.6944444444444446,3.819073937607479,True,3.819073937607479,Included in tanking score
2020-21,1610612740,NOP,New Orleans Pelicans,36.0,36.0,0.4444444444444444,0.4166666666666667,16.0,15.0,72,30.0,31.0,1.0,0.027777777777777735,158.5125,162.59768518518518,31.7025,32.51953703703703,5706.45,5853.516666666666,-4.085185185185196,10.227272727272728,10.423076923076923,13.772727272727272,12.884615384615383,19.0,18.0,-0.1958041958041967,0.8881118881118883,-1.0,4.085185185185196,-0.1958041958041967,0.8881118881118883,3.7774928774928878,True,3.7774928774928878,Included in tanking score
2025-26,1610612746,LAC,LA Clippers,28.0,54.0,0.5714285714285714,0.4814814814814814,16.0,26.0,82,39.481481481481474,42.0,2.518518518518526,0.08994708994709,149.5261904761905,154.99466666666666,29.905238095238097,30.998933333333333,4186.733333333334,3874.866666666667,-5.468476190476167,11.095238095238097,11.142857142857142,14.952380952380953,14.16326530612245,18.0,20.0,-0.0476190476190474,0.7891156462585034,-2.518518518518526,5.468476190476167,-0.0476190476190474,0.7891156462585034,3.691454270597097,True,3.691454270597097,Included in tanking score
2025-26,1610612766,CHA,Charlotte Hornets,27.0,55.0,0.6666666666666666,0.4727272727272727,18.0,26.0,82,38.763636363636365,44.0,5.2363636363636346,0.1939393939393939,145.80555555555554,151.54679487179487,29.16111111111111,30.30935897435897,3936.75,3940.2166666666662,-5.74123931623933,11.714285714285714,10.773584905660377,20.714285714285715,20.0377358490566,25.0,26.0,0.940700808625337,0.6765498652291129,-5.2363636363636346,5.74123931623933,0.940700808625337,0.6765498652291129,2.1221263537301454,True,2.1221263537301454,Included in tanking score
2022-23,1610612754,IND,Indiana Pacers,22.0,60.0,0.4090909090909091,0.4333333333333333,9.0,26.0,82,35.53333333333333,35.0,-0.5333333333333314,-0.024242424242424176,151.9909090909091,155.025,30.39818181818182,31.005,3343.8,9301.5,-3.0340909090909065,10.0,10.689655172413794,14.88888888888889,15.775862068965518,18.0,23.0,-0.6896551724137936,-0.8869731800766285,0.5333333333333314,3.0340909090909065,-0.6896551724137936,-0.8869731800766285,1.9907958899338158,True,1.9907958899338158,Included in tanking score
2020-21,1610612761,TOR,Toronto Raptors,36.0,36.0,0.2777777777777778,0.4722222222222222,10.0,17.0,72,34.0,27.0,-7.0,-0.19444444444444442,168.74814814814815,167.23425925925926,33.74962962962963,33.446851851851854,6074.933333333333,6020.433333333333,1.5138888888888855,9.76,11.045454545454543,13.52,15.863636363636363,20.0,19.0,-1.2854545454545452,-2.343636363636364,7.0,-1.5138888888888855,-1.2854545454545452,-2.343636363636364,1.857020202020205,True,1.857020202020205,Included in tanking score
2022-23,1610612762,UTA,Utah Jazz,22.0,60.0,0.3636363636363636,0.4833333333333333,8.0,29.0,82,39.633333333333326,37.0,-2.6333333333333258,-0.11969696969696969,154.26515151515153,155.88722222222222,30.853030303030305,31.177444444444447,3393.833333333333,9353.233333333334,-1.6220707070706908,10.22222222222222,10.864406779661016,12.666666666666666,14.59322033898305,18.0,20.0,-0.6421845574387959,-1.926553672316384,2.6333333333333258,1.6220707070706908,-0.6421845574387959,-1.926553672316384,1.6866658106488366,True,1.6866658106488366,Included in tanking score
2024-25,1610612737,ATL,Atlanta Hawks,27.0,55.0,0.5185185185185185,0.4727272727272727,14.0,26.0,82,38.763636363636365,40.0,1.2363636363636346,0.04579124579124577,158.28024691358024,160.05771604938272,31.65604938271605,32.01154320987654,4273.566666666667,8643.116666666667,-1.7774691358024768,9.5,9.836363636363636,14.75,14.436363636363636,20.0,22.0,-0.336363636363636,0.3136363636363644,-1.2363636363636346,1.7774691358024768,-0.336363636363636,0.3136363636363644,0.5183782267115706,True,0.5183782267115706,Included in tanking score
