season,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,avg_players_used_post_asg,avg_players_used_pre_asg,avg_unique_lineups_post_asg,avg_unique_lineups_pre_asg,max_lineups_in_game_post_asg,max_lineups_in_game_pre_asg,players_used_change,lineups_used_change
2024-25,1610612742,DAL,Dallas Mavericks,10.625,11.196428571428571,17.5,18.464285714285715,23.0,31.0,-0.5714285714285712,-0.9642857142857153
2024-25,1610612743,DEN,Denver Nuggets,9.7,10.618181818181819,13.0,13.127272727272727,17.0,21.0,-0.9181818181818198,-0.12727272727272698
2024-25,1610612744,GSW,Golden State Warriors,12.0,11.481481481481481,16.88888888888889,18.48148148148148,20.0,24.0,0.518518518518519,-1.5925925925925917
2024-25,1610612745,HOU,Houston Rockets,11.0,10.363636363636363,16.0,15.654545454545454,20.0,22.0,0.6363636363636367,0.3454545454545457
2024-25,1610612746,LAC,LA Clippers,9.777777777777779,11.037037037037036,12.777777777777779,13.444444444444445,15.0,25.0,-1.2592592592592577,-0.6666666666666661
2024-25,1610612747,LAL,Los Angeles Lakers,10.3,10.288461538461538,17.8,16.153846153846153,22.0,25.0,0.011538461538462386,1.6461538461538474
2024-25,1610612748,MIA,Miami Heat,10.272727272727273,10.226415094339623,13.090909090909092,14.132075471698114,19.0,22.0,0.046312178387649894,-1.0411663807890221
2024-25,1610612749,MIL,Milwaukee Bucks,10.8,11.226415094339623,12.1,14.679245283018869,17.0,22.0,-0.42641509433962277,-2.579245283018869
2024-25,1610612750,MIN,Minnesota Timberwolves,10.777777777777779,10.125,16.11111111111111,13.910714285714286,18.0,20.0,0.6527777777777786,2.2003968253968242
2024-25,1610612751,BKN,Brooklyn Nets,10.714285714285714,10.222222222222221,16.0,15.851851851851851,19.0,23.0,0.4920634920634921,0.1481481481481488
2024-25,1610612752,NYK,New York Knicks,9.5,10.055555555555555,12.125,11.814814814814815,17.0,19.0,-0.5555555555555554,0.3101851851851851
2024-25,1610612753,ORL,Orlando Magic,11.0,11.303571428571429,14.5,15.678571428571429,17.0,23.0,-0.3035714285714288,-1.1785714285714288
2024-25,1610612754,IND,Indiana Pacers,11.363636363636363,11.0,15.181818181818182,15.528301886792454,20.0,24.0,0.3636363636363633,-0.34648370497427194
2024-25,1610612755,PHI,Philadelphia 76ers,10.1,10.407407407407407,15.1,15.481481481481481,19.0,21.0,-0.3074074074074069,-0.3814814814814813
2024-25,1610612756,PHX,Phoenix Suns,11.444444444444445,10.555555555555555,15.88888888888889,17.11111111111111,22.0,26.0,0.8888888888888893,-1.2222222222222214
2024-25,1610612757,POR,Portland Trail Blazers,10.4,10.836363636363636,16.0,14.254545454545454,21.0,20.0,-0.4363636363636356,1.745454545454546
2024-25,1610612758,SAC,Sacramento Kings,11.142857142857142,10.672727272727272,12.571428571428571,14.090909090909092,16.0,21.0,0.4701298701298704,-1.5194805194805205
2024-25,1610612759,SAS,San Antonio Spurs,11.5,11.403846153846153,17.0,16.03846153846154,24.0,22.0,0.0961538461538467,0.9615384615384599
2024-25,1610612760,OKC,Oklahoma City Thunder,11.0,11.358490566037736,17.0,16.67924528301887,23.0,24.0,-0.35849056603773555,0.32075471698113134
2024-25,1610612761,TOR,Toronto Raptors,10.0,10.909090909090908,16.555555555555557,17.818181818181817,20.0,25.0,-0.9090909090909083,-1.2626262626262594
2024-25,1610612762,UTA,Utah Jazz,10.125,10.333333333333334,14.5,14.351851851851851,19.0,22.0,-0.20833333333333393,0.1481481481481488
2024-25,1610612763,MEM,Memphis Grizzlies,11.4,11.37037037037037,20.8,20.037037037037038,29.0,30.0,0.029629629629630116,0.7629629629629626
2024-25,1610612764,WAS,Washington Wizards,10.333333333333334,11.277777777777779,16.0,14.425925925925926,20.0,22.0,-0.9444444444444446,1.5740740740740744
2024-25,1610612765,DET,Detroit Pistons,11.545454545454545,10.636363636363637,17.0,17.363636363636363,20.0,25.0,0.9090909090909083,-0.3636363636363633
2024-25,1610612766,CHA,Charlotte Hornets,10.222222222222221,10.615384615384615,16.333333333333332,17.692307692307693,19.0,25.0,-0.39316239316239354,-1.3589743589743613
2025-26,1610612737,ATL,Atlanta Hawks,11.235294117647058,10.075471698113208,15.529411764705882,15.18867924528302,20.0,20.0,1.1598224195338496,0.340732519422863
2025-26,1610612738,BOS,Boston Celtics,10.818181818181818,10.764705882352942,14.727272727272727,18.470588235294116,22.0,29.0,0.05347593582887633,-3.7433155080213893
2025-26,1610612739,CLE,Cleveland Cavaliers,10.52,10.686274509803921,14.64,16.725490196078432,20.0,25.0,-0.16627450980392133,-2.085490196078432
2025-26,1610612740,NOP,New Orleans Pelicans,9.722222222222221,10.490196078431373,16.555555555555557,17.568627450980394,22.0,27.0,-0.7679738562091512,-1.0130718954248366
2025-26,1610612741,CHI,Chicago Bulls,10.368421052631579,10.62,21.57894736842105,20.14,27.0,28.0,-0.25157894736842046,1.4389473684210508
2025-26,1610612742,DAL,Dallas Mavericks,10.8125,11.085106382978724,18.5,19.127659574468087,22.0,29.0,-0.27260638297872397,-0.6276595744680868
2025-26,1610612743,DEN,Denver Nuggets,10.818181818181818,10.215686274509803,14.318181818181818,13.862745098039216,20.0,20.0,0.6024955436720152,0.45543672014260217
2025-26,1610612744,GSW,Golden State Warriors,10.7,11.686274509803921,21.45,20.07843137254902,30.0,28.0,-0.9862745098039216,1.37156862745098
2025-26,1610612745,HOU,Houston Rockets,10.478260869565217,10.34,16.0,17.48,22.0,23.0,0.138260869565217,-1.4800000000000004
2025-26,1610612746,LAC,LA Clippers,11.095238095238095,11.142857142857142,14.952380952380953,14.16326530612245,18.0,20.0,-0.04761904761904745,0.7891156462585034
2025-26,1610612747,LAL,Los Angeles Lakers,10.818181818181818,10.86,16.136363636363637,16.34,23.0,22.0,-0.04181818181818109,-0.20363636363636317
2025-26,1610612748,MIA,Miami Heat,10.857142857142858,10.52,14.047619047619047,14.0,20.0,19.0,0.3371428571428581,0.04761904761904745
2025-26,1610612749,MIL,Milwaukee Bucks,10.875,10.96078431372549,15.416666666666666,14.627450980392156,23.0,21.0,-0.08578431372549034,0.7892156862745097
2025-26,1610612750,MIN,Minnesota Timberwolves,10.590909090909092,11.076923076923077,15.772727272727273,16.807692307692307,20.0,23.0,-0.48601398601398493,-1.0349650349650332
2025-26,1610612751,BKN,Brooklyn Nets,10.909090909090908,10.72,13.136363636363637,13.82,17.0,23.0,0.18909090909090764,-0.6836363636363636
2025-26,1610612752,NYK,New York Knicks,11.4,11.36,15.6,17.12,20.0,23.0,0.040000000000000924,-1.5200000000000014
2025-26,1610612753,ORL,Orlando Magic,11.05,11.07843137254902,15.5,15.431372549019608,19.0,23.0,-0.02843137254901862,0.06862745098039191
2025-26,1610612754,IND,Indiana Pacers,10.368421052631579,11.48076923076923,18.473684210526315,18.365384615384617,25.0,26.0,-1.1123481781376512,0.10829959514169829
2025-26,1610612755,PHI,Philadelphia 76ers,10.916666666666666,10.352941176470589,14.083333333333334,15.568627450980392,17.0,20.0,0.5637254901960773,-1.485294117647058
2025-26,1610612756,PHX,Phoenix Suns,11.0,11.215686274509803,16.833333333333332,15.745098039215685,23.0,22.0,-0.21568627450980316,1.0882352941176467
2025-26,1610612757,POR,Portland Trail Blazers,11.352941176470589,10.588235294117647,17.470588235294116,19.901960784313726,23.0,26.0,0.764705882352942,-2.43137254901961
